company_name,city,zip_code,naics3,stakeholder,naics_description,produce_needed,category,sales_volume,latitude,longitude,match
Nook,Santa Barbara,93101,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,1639000,34.415745,-119.688468,Yes
Nordling Installs,Carpinteria,93013,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,1639000,34.407562,-119.542159,Yes
Norman At Skyview Los Alamos,Los Alamos,93440,722,Buyer,Limited-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,1069000,34.744025,-120.277935,Yes
North China Restaurant,Santa Maria,93454,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,214000,34.953785,-120.436223,Yes
Nortons Pastrami,Santa Barbara,93101,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,214000,34.421971,-119.703998,Yes
Nugget,Summerland,93067,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,1230000,34.422072,-119.601702,Yes
Nugget Bar & Grill,Goleta,93117,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,2405000,34.440827,-119.823048,Yes
Nutbelly Pizzeria & Deli,Carpinteria,93013,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,535000,34.39863,-119.519177,Yes
O F S M Inc,Carpinteria,93013,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,1817000,34.400189,-119.520268,Yes
O'Cairns Inn & Suites,Lompoc,93436,721,Buyer,Hotels (Except Casino Hotels) And Motels,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,1550000,34.638353,-120.44687,Yes
Oasis Inn & Suites,Santa Barbara,93105,721,Buyer,Hotels (Except Casino Hotels) And Motels,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,1073000,34.440673,-119.736419,Yes
Oaxaca Fresh,Carpinteria,93013,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,107000,34.397445,-119.520664,Yes
Ocean Park Hotels-BLT LLC,Buellton,93427,721,Buyer,Hotels (Except Casino Hotels) And Motels,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,2265000,34.618075,-120.187126,Yes
Ocean's Seven Cafe,Lompoc,93436,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,535000,34.65098,-120.454407,Yes
Oku,Santa Barbara,93101,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,1639000,34.413135,-119.688512,Yes
Old Town Mexican Cafe,Santa Maria,93455,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,535000,34.864936,-120.446188,Yes
Oldtown Kitchen & Bar,Lompoc,93436,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,481000,34.639272,-120.454364,Yes
Ole Taco House LLC,Guadalupe,93434,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,321000,34.97096,-120.572625,Yes
Olio Cucina Inc,Santa Barbara,93101,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,1639000,34.423529,-119.705392,Yes
Olio Cucina Westlake Vlg LLC,Santa Barbara,93105,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,214000,34.443149,-119.731351,Yes
Olio E Limone Ristorante,Santa Barbara,93101,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,642000,34.423529,-119.705392,Yes
Olio Pizzeria,Santa Barbara,93101,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,214000,34.423529,-119.705392,Yes
Olive Garden,Santa Maria,93454,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,5345000,34.938983,-120.418738,Yes
Oliver's,Santa Barbara,93108,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,1639000,34.421174,-119.644798,Yes
Omni Catering,Santa Barbara,93103,722,Buyer,Caterers,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,214000,34.42562,-119.684729,Yes
Omni Catering Inc,Carpinteria,93013,722,Buyer,Caterers,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,588000,34.400189,-119.520268,Yes
Omni Fresco Catering,Santa Barbara,93105,722,Buyer,Caterers,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,107000,34.442735,-119.732272,Yes
On The Alley,Santa Barbara,93109,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,268000,34.403936,-119.693027,Yes
On The Alley-Goleta,Goleta,93117,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,1639000,34.428625,-119.872583,Yes
Opal Restaurant & Bar,Santa Barbara,93101,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,1337000,34.424729,-119.706781,Yes
Oppigz Bistro & Natural Pizza,Santa Barbara,93101,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,1639000,34.422298,-119.702558,Yes
Orange Tree Inn,Santa Barbara,93101,721,Buyer,Hotels (Except Casino Hotels) And Motels,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,1669000,34.430609,-119.713506,Yes
Oumi Sushi,Goleta,93117,722,Buyer,Limited-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,0,34.442749,-119.830724,Yes
Oumi Sushi,Santa Barbara,93103,722,Buyer,Limited-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,0,34.421605,-119.677575,Yes
Outpost,Goleta,93117,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,1639000,34.441563,-119.820924,Yes
P J 's Deli,Lompoc,93436,722,Buyer,Full-Service Restaurants,"avocados,apples,stone fruits,berries,specialty fruits,broccoli,cauliflower,leafy greens,celery,carrots,onions,leeks,tomatoes,peppers,cucumbers,squash,beans,peas,canned fruits,canned vegetables,fruit juice,jams and jellies,pickled products,apple cider,apple juice,apple vinegar,processed apple foods,bread,cookies,cake,pastries,pies,cheese,butter,yogurt,evaporated milk,sweetened condensed milk,milk powder,condensed butter milk,beef,mediterranean mussels,red abalone,oysters,clams,scallops,honey,carbonated sodas,fruit-flavored soft drinks,bottled water,RTD teas and coffees,pinot noir,chardonnay,syrah,sauvignon blanc,bordeaux-style blends,grape juice,cut flowers,cut cultivated greens",Food Service and Hospitality,54000,34.646962,-120.458769,Yes
